"184","0xfa0ba3bb8a4b3c798f89d6bbd90a6fde3c09153f","","20,457,384.619881","0.0270%","$20,451,431.52"
"185","0xf7f741e29828da8500a5daae6a348008fe3a5816","","20,448,093.917515","0.0269%","$20,442,143.52"
"186","0x9e46b419ac14224e15749d236afd7defc2c9fb4e","","20,379,748.65","0.0269%","$20,373,818.14"
"187","0x7c4ca4405041200f34e2f211cdf276948e3360c8","","20,328,537.525515","0.0268%","$20,322,621.92"
"188","0x53a06c597f5b94900a328d63f1bca0bd3f41ffb6","","20,276,743.75","0.0267%","$20,270,843.22"
"189","0x919dcd41d3ab3b62ddc8d85f7372f4c25665ba39","","20,269,040.23689","0.0267%","$20,263,141.95"
"190","0x3f01f2017442e884a8098c68ac02cf4136bb67fe","","20,120,656.36","0.0265%","$20,114,801.25"
"191","0xbef90ae9fcfc287ada41d947020e6d3c6016af72","","20,100,000","0.0265%","$20,094,150.90"
"192","0x4131c718d9fd40cd952fd458749281ef8e544233","","20,093,829.911026","0.0265%","$20,087,982.61"
"193","0x03ef344aa7e0f2ac4e36a27a86e3c1c838463a78","","20,074,221.258547","0.0265%","$20,068,379.66"
"194","0x6b7ac100481e30252331c150a6839d3cd9c517d9","","20,047,826.588293","0.0264%","$20,041,992.67"
"195","0xda15310d9ca4879c4564e7afc6e01c8fb716c591","","20,038,954.903146","0.0264%","$20,033,123.57"
"196","0x44c9503188827034377353a9f6d876eea15933c9","","20,010,840.041132","0.0264%","$20,005,016.89"
"197","0xac0702c2782912480552fee30143e2289464598d","","20,000,326.000406","0.0264%","$19,994,505.91"
"198","0x71f85c2a92ee075cdbb8b0bd429cb6e12a90f516","","20,000,100","0.0264%","$19,994,279.97"
"199","0x6be1498fcdcc05c7f2770639a0d6c19b0f82b5b4","","20,000,093.5","0.0264%","$19,994,273.47"
"200","0x804a7934bd8cd166d35d8fb5a1eb1035c8ee05ce","","20,000,000.03","0.0264%","$19,994,180.03"
"201","0x4297461c9bd367059da0fcec8f1aba0269b32bc5","","20,000,000","0.0264%","$19,994,180.00
"202","0xf884b1bc1d91cdf824e7f35d61edfdb042c28c83","","20,000,000","0.0264%","$19,994,180.00"
"203","0xad8e5ceb7d77e10403be8430717c515273c31b8d","","20,000,000","0.0264%","$19,994,180.00"
"204","0x625dcf6e65ddafdea28cdc2af25478df045e9c1b","","19,879,436.813852","0.0262%","$19,873,651.90"
"205","0x0e01cfa718a68fe852f7144eedcb40357c489905","","19,768,692.464351","0.0260%","$19,762,939.77"
"206","0x0ef3f47af549546a2d59f32fdca33cb1cff4aabc","","19,627,660.53524","0.0259%","$19,621,948.89"
"207","0xd01487437f90ee989a22ae2998e07c662a9570ff","","19,615,183.342192","0.0258%","$19,609,475.32"
"208","0xf16f38bdc56fddf1b01d3f956c27d5e91e0ff8ed","","19,525,079.034","0.0257%","$19,519,397.24"
"209","0x8eb8a3b98659cce290402893d0123abb75e3ab28","Avalanche: Bridge","19,517,083.640178","0.0257%","$19,511,404.17"
"210","0xac541a5768d248eb23c34e7cbcea252bcf14e900","","19,376,712","0.0255%","$19,371,073.38"
"211","0xd52e40c8fc5196c49709bb758febeebc7a695658","","19,347,788.14501","0.0255%","$19,342,157.94"
"212","0x216a471aa93e3cae276aa4d24f750149c7a00dee","","19,340,641","0.0255%","$19,335,012.87"
"213","0x01b64ec97c01219d3462be8355855e14a9a036c4","","19,276,490.069395","0.0254%","$19,270,880.61"
"214","0x840760aed6bbd878c46c5850d3af0a61afcd09c8","","19,000,121.279724","0.0250%","$18,994,592.24"
"215","0x76647c5a02f8383bf39b172cf317a4d0547d7199","","18,964,966.971794","0.0250%","$18,959,448.17"
"216","0x3c292fde1d72853d9c59614eef766ae998c929a9","","18,958,825.76291","0.0250%","$18,953,308.74"
"217","0x1d791f12bb6808dc08ab365e2ec8913273c00193","","18,869,262.047789","0.0249%","$18,863,771.09"
"218","0xf3173cadaf5274a03ba2d3baa5366166fa1ce32e","","18,795,699.723655","0.0248%","$18,790,230.18"
"219","0x9182a3214056f0b13d9a26f54a1994f9178a8d84","","18,787,886.870633","0.0248%","$18,782,419.60"
"220","0xc0e19abd7e913fdf00265b3846f30746b786c04c","","18,772,435.891665","0.0247%","$18,766,973.11"
"221","0xe92057f579abd78e65e20c3d4fc3994aa7fe1604","","18,714,924.926918","0.0247%","$18,709,478.88"
"222","0x3ee18b2214aff97000d974cf647e7c347e8fa585","Wormhole: Portal Token Bridge","18,539,998.521959","0.0244%","$18,534,603.38"
"223","0xbed1eb542f9a5aa6419ff3deb921a372681111f6","","18,520,440.343723","0.0244%","$18,515,050.90"
"224","0x5c038a483cf6da484a676e4c04b4675ca9f998cb","","18,441,449.21143","0.0243%","$18,436,082.75"
"225","0xf3bfc88b752cfc435fcda87fb4119e80dadba3eb","","18,432,673.130339","0.0243%","$18,427,309.22"
"226","0xd59fcf8c78437827c80f87ab7000c81426fa2aa6","","18,289,035.2463","0.0241%","$18,283,713.14"
"227","0x45a4c058ba29a111c6e159ecf19157710c9d14e5","","18,240,584.350248","0.0240%","$18,235,276.34"
"228","0x613d9871c25721e8f90acf8cc4341bb145f29c23","","18,208,031.556555","0.0240%","$18,202,733.02"
"229","0x76c3d516bc86f63c875c34c265a443dc83aae633","","18,062,350.175977","0.0238%","$18,057,094.03"
"230","0x139755dfda844a7e56f49c319ad4b7cb041f54f7","","18,009,218.867743","0.0237%","$18,003,978.19"
"231","0xc70cac9c25363b60f0f46e7ef4c20eca4b092ab8","","17,946,999","0.0236%","$17,941,776.42"
"232","0x186e6139cd55902faa3d70b4cd866e7237d2f6ed","","17,727,918.373062","0.0234%","$17,722,759.55"
"233","0xe0e6490fc490370733f6ff9b6f1d5ec51acc5a5f","","17,711,745.631939","0.0233%","$17,706,591.51"
"234","0xeab6f821b1fe6637ca5d407695524dc982e4edee","","17,570,450.41","0.0232%","$17,565,337.41"
